id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc
7892979,40284.42361,1723,4099,10.95,Swipe Transaction,50783,White Hall,IL,62092,5411
7717010,40240.36389,1531,2573,50,Swipe Transaction,43293,Trion,GA,30753,5499
7550626,40198.40625,1194,4614,25.24,Online Transaction,39021,ONLINE,ONLINE,,4784
8051190,40323.525,677,179,6.95,Swipe Transaction,75936,Saint Paul,MN,55116,5814
8420702,40413.40139,1403,5976,352.76,Swipe Transaction,64674,Beaverdam,VA,23015,6300
8605245,40457.64861,1666,993,11.42,Swipe Transaction,83229,Rincon,GA,31326,5411
8328447,40391.32917,1166,1222,18.47,Swipe Transaction,61195,Hamilton,OH,45013,5541
7821732,40266.55694,52,4976,-88,Swipe Transaction,26810,Plattekill,NY,12568,5541
8048408,40322.74167,876,3918,123.19,Swipe Transaction,97570,Wichita,KS,67212,4900
7759200,40250.92569,726,4171,-384,Swipe Transaction,39991,Lincoln Park,MI,48146,3771
8355652,40397.66667,1448,4685,38.79,Online Transaction,39021,ONLINE,ONLINE,,4784
8594055,40455.20278,557,5570,60.45,Swipe Transaction,96408,Inglewood,CA,90302,4900
8503417,40433.40139,1026,2891,33.7,Swipe Transaction,61005,Dinuba,CA,93618,5411
8171732,40353.00347,1797,1127,54.97,Swipe Transaction,54343,San Leandro,CA,94577,4121
7964600,40302.35764,621,4944,9.59,Swipe Transaction,13322,Daytona Beach,FL,32117,5411
8116082,40339.46944,190,3851,22.03,Online Transaction,27310,ONLINE,ONLINE,,7349
8714693,40484.27292,240,4348,3.63,Swipe Transaction,61195,Morristown,TN,37814,5541
7598804,40210.60625,1518,2584,143.58,Swipe Transaction,86616,Dutton,AL,35744,4814
7643155,40221.64861,1963,3317,19.34,Online Transaction,16798,ONLINE,ONLINE,,4121
7920050,40290.99306,37,1183,467,Swipe Transaction,57133,Waianae,HI,96792,3730
8259302,40374.43194,667,1194,70.74,Swipe Transaction,32175,Rocky Mount,NC,27803,7538
7833371,40269.46319,924,2210,2.72,Swipe Transaction,40948,Lapel,IN,46051,5411
7851317,40273.90972,1508,3279,19.57,Swipe Transaction,22204,Bloomington,IN,47403,5541
8425223,40414.45347,301,3742,6.8,Online Transaction,39021,ONLINE,ONLINE,,4784
7764207,40252.32917,1166,5822,-74,Swipe Transaction,61195,Hamilton,OH,45013,5541
7635080,40219.60556,557,5570,11.44,Online Transaction,15143,ONLINE,ONLINE,,4784
8021499,40316.34028,1156,3280,87,Swipe Transaction,61195,Springfield,NJ,7081,5541
7993166,40309.35833,566,4547,68.97,Swipe Transaction,79927,Holly,MI,48442,5912
8092649,40333.67639,1871,2430,7.15,Swipe Transaction,50867,Albuquerque,NM,87121,5541
8391558,40406.43125,265,1264,13.38,Swipe Transaction,2177,Corpus Christi,TX,78469,5411
7541134,40195.84236,546,125,30.33,Swipe Transaction,71707,Coventry,RI,2816,5812
7652768,40224.31389,1177,4164,81.05,Swipe Transaction,80643,Washington,DC,20010,4111
8618748,40461.08542,1587,3034,70.34,Swipe Transaction,30286,Sharon,MA,2067,4814
8112567,40338.55903,387,4601,1.59,Swipe Transaction,50783,Amherst,OH,44001,5411
8138866,40344.975,1895,1090,13.75,Swipe Transaction,70326,Barnegat,NJ,8005,5812
8171212,40352.79861,723,1206,90.36,Swipe Transaction,34490,Houston,TX,77029,5719
7864809,40277.39583,506,2486,5.94,Swipe Transaction,60600,Lake View,NY,14085,5499
8456132,40421.74722,1899,5969,49.38,Swipe Transaction,44578,Centreville,MS,39631,5812
8015998,40314.8,185,5361,34.64,Swipe Transaction,17493,Elizabeth,NJ,7202,5812
8033878,40319.31458,997,5046,1.26,Swipe Transaction,86438,Dallas,TX,75237,5499
8571201,40449.53194,1105,4119,83.39,Swipe Transaction,99370,Mission,TX,78572,5311
8013420,40314.37708,165,3378,60,Swipe Transaction,27092,Oakland,CA,94619,4829
8723718,40486.34028,469,2619,4.99,Swipe Transaction,50783,Placentia,CA,92870,5411
8376008,40402.52847,1534,4250,77,Swipe Transaction,35366,Cherry Hill,NJ,8003,5912
7961879,40301.55764,1669,2456,13.35,Swipe Transaction,8547,West Sacramento,CA,95691,5411
8129433,40342.66111,96,3773,90.94,Swipe Transaction,43293,Yorba Linda,CA,92887,5499
7745903,40247.51042,400,3776,31.57,Swipe Transaction,48919,Panama City,FL,32408,5311
8107133,40337.38819,1777,4557,15.46,Swipe Transaction,20519,Holliston,MA,1746,5942
8660587,40471.09375,1084,3064,8.17,Swipe Transaction,45926,Tacoma,WA,98403,5814
7708758,40238.36597,1651,4181,53.79,Online Transaction,39021,ONLINE,ONLINE,,4784
8327475,40390.93889,1563,5125,41.76,Swipe Transaction,60569,Los Angeles,CA,90024,5300
7526186,40191.95694,1072,201,100.89,Online Transaction,9932,ONLINE,ONLINE,,5311
7573887,40204.39444,1168,3239,8.99,Swipe Transaction,83480,Cedar Knolls,NJ,7927,9402
7498829,40184.93056,1989,3800,160,Swipe Transaction,27092,Upper Marlboro,MD,20774,4829
7922426,40291.62917,1891,5047,27.73,Swipe Transaction,48618,Port Orange,FL,32127,5251
8563269,40447.60972,580,5109,16.34,Swipe Transaction,75781,Findlay,OH,45840,5411
8273486,40377.82222,52,4976,44.97,Swipe Transaction,25887,Pleasant Valley,NY,12569,5814
7789582,40258.56181,1917,5803,177.82,Swipe Transaction,64512,Rocky Point,NY,11778,5912
7951815,40299.13403,1514,78,16.43,Swipe Transaction,46284,North Ridgeville,OH,44039,5411
8453965,40421.4125,762,1080,13.9,Swipe Transaction,31352,Caledonia,OH,43314,5310
7722850,40241.60208,1048,2542,23.81,Swipe Transaction,24504,Pasadena,TX,77505,4214
7476845,40179.46181,1750,3714,12.15,Swipe Transaction,17493,La Grange,IL,60525,5812
8371886,40401.53264,831,3286,58,Swipe Transaction,22204,Anamosa,IA,52205,5541
7819798,40266.28264,576,4624,61.62,Swipe Transaction,59935,Marietta,GA,30067,5499
8405895,40409.62569,1463,5499,140,Swipe Transaction,27092,Newburgh,NY,12550,4829
8062357,40326.36736,225,1253,71.14,Swipe Transaction,20561,Houston,TX,77035,5912
8695496,40479.48333,137,5442,72.54,Swipe Transaction,79927,Johnson City,TN,37604,5912
7643585,40221.72986,65,5108,12.57,Swipe Transaction,7238,West Columbia,SC,29172,8099
8399669,40408.35764,914,2859,33.46,Swipe Transaction,61195,Wichita,KS,67212,5541
8115442,40339.37708,846,3443,3.25,Swipe Transaction,55528,Omaha,NE,68136,5411
7821613,40266.53889,1381,3738,8.28,Swipe Transaction,11264,Mentor,OH,44060,5812
8728120,40487.375,171,3704,34.43,Swipe Transaction,1931,Greenville,SC,29607,5211
8142003,40345.67153,1466,5884,1.18,Swipe Transaction,14528,Seaford,DE,19973,5499
7814205,40264.69514,1094,138,263.21,Online Transaction,4802,ONLINE,ONLINE,,4899
7476064,40179.33819,996,3310,5.66,Swipe Transaction,46284,Hollywood,FL,33024,5411
7781159,40256.48403,303,984,73.1,Swipe Transaction,60569,Brighton,CO,80601,5300
8494349,40430.98611,1069,5167,47.19,Online Transaction,39021,ONLINE,ONLINE,,4784
8114384,40339.04236,1376,2182,41.62,Swipe Transaction,88945,Cedar Park,TX,78613,5813
8291012,40381.95694,1996,4212,20.43,Swipe Transaction,88646,Alvin,TX,77511,5812
8187453,40356.83056,547,5526,100,Swipe Transaction,27092,Eagle,WI,53119,4829
7953231,40299.5,983,1023,8.22,Swipe Transaction,58577,Oswego,NY,13126,5411
8155542,40349.28333,1920,3415,16.67,Swipe Transaction,25781,Miltona,MN,56354,5411
8630440,40463.67431,497,2829,41.66,Swipe Transaction,37420,Sioux Falls,SD,57110,5411
7967859,40303.04861,1425,1015,26.06,Online Transaction,39021,ONLINE,ONLINE,,4784
7815179,40264.98194,311,93,-258,Swipe Transaction,15426,Phoenix,AZ,85018,3390
8633273,40464.475,519,3380,0.97,Swipe Transaction,86438,Las Vegas,NV,89142,5499
7477849,40179.60764,1973,2879,37.48,Swipe Transaction,36778,Trenton,GA,30752,7538
7574909,40204.53472,1727,5982,27.72,Swipe Transaction,61195,Columbia,SC,29229,5541
8202836,40360.54792,434,3463,16.76,Swipe Transaction,88646,Ames,IA,50014,5812
8192402,40358.25972,1456,2211,120,Swipe Transaction,27092,Lucedale,MS,39452,4829
8559651,40446.73333,1586,1122,60.71,Swipe Transaction,92883,Valley Stream,NY,11580,5812
7511970,40188.47639,488,5413,152.32,Swipe Transaction,8044,Gregory,TX,78359,5300
7952559,40299.38056,1898,4543,-155,Online Transaction,70268,ONLINE,ONLINE,,4722
8261189,40374.69792,1644,3001,14.92,Swipe Transaction,24504,Blacksburg,SC,29702,4214
7788101,40258.35347,576,5400,2.68,Swipe Transaction,61195,Marietta,GA,30067,5541
7804915,40262.40556,602,4165,53.49,Swipe Transaction,61195,Reidsville,NC,27320,5541
8185095,40356.43056,1782,3075,55.51,Swipe Transaction,61195,Westminster,CA,92683,5541
8493560,40430.72153,563,1060,137.57,Swipe Transaction,31753,Cochranville,PA,19330,4900
8017685,40315.39306,1190,4508,3.29,Swipe Transaction,75781,Walterboro,SC,29488,5411
8031414,40318.55208,1856,5949,48.99,Swipe Transaction,20519,Erwin,NC,28339,5942
7566271,40202.46528,480,2929,30.83,Swipe Transaction,87625,Oakland,CA,94601,5812
7759403,40251.03194,1127,3869,31.26,Online Transaction,50404,ONLINE,ONLINE,,4784
8589743,40454.14236,461,1209,11.97,Swipe Transaction,45389,Canton,MI,48188,5813
8641203,40466.4375,924,2210,7.33,Swipe Transaction,35451,Rossville,IN,46065,5812
8665208,40472.28819,1376,2182,3.06,Swipe Transaction,22204,Temple,TX,76501,5541
7864682,40277.37153,63,5489,51.64,Swipe Transaction,26810,Newark,NJ,7103,5541
8120877,40340.60139,127,988,90.46,Online Transaction,84554,ONLINE,ONLINE,,7801
7747921,40247.95278,1542,2906,87,Swipe Transaction,61195,Cleveland,OH,44118,5541
7869544,40278.55694,711,4689,60,Swipe Transaction,27092,Belleville,IL,62221,4829
8390396,40406.26181,1121,3777,66.41,Swipe Transaction,95284,Charleston,SC,29492,5211
7540049,40195.60208,247,4155,33.76,Swipe Transaction,47395,Lake Charles,LA,70605,5912
7926104,40292.61597,162,2240,123.89,Swipe Transaction,7777,White Plains,NY,10603,3684
8190464,40357.59097,16,4093,23.52,Swipe Transaction,9630,Fort Myers,FL,33908,4121
8694004,40479.28125,1382,3923,3.84,Swipe Transaction,59935,Dallas,TX,75254,5499
7654953,40224.63403,992,4928,81.47,Swipe Transaction,32175,Chesterfield,VA,23832,7538
8061214,40325.85972,1528,3752,100,Swipe Transaction,27092,Shreveport,LA,71108,4829
7696960,40235.32361,1873,4741,109.35,Swipe Transaction,80404,El Paso,TX,79902,5300
8557283,40446.33403,1575,224,1.01,Swipe Transaction,14528,Sarasota,FL,34235,5499
8092666,40333.68056,604,3434,39.53,Online Transaction,39021,ONLINE,ONLINE,,4784
8006126,40312.47292,1885,2435,53.77,Swipe Transaction,71667,Winder,GA,30680,7538
8677380,40475.31319,1144,4141,59.09,Swipe Transaction,43934,Houston,TX,77086,7230
8502521,40433.27431,1288,1013,1.26,Swipe Transaction,20519,Hedgesville,WV,25427,5942
8380026,40403.55208,244,1082,120,Swipe Transaction,27092,Campbellton,FL,32426,4829
7489133,40182.54097,449,2225,8.5,Swipe Transaction,89920,New Kensington,PA,15068,5812
8037862,40320.37431,157,1052,47.07,Swipe Transaction,79927,Perris,CA,92571,5912
7914715,40289.65,1843,4553,41.71,Swipe Transaction,94123,Chicago Heights,IL,60411,5310
8601823,40456.82431,795,5162,73.72,Swipe Transaction,40682,Dallas,TX,75206,5812
8552544,40444.88681,323,4268,82,Swipe Transaction,61195,Fresno,CA,93726,5541
8078960,40330.44306,1586,1122,123.87,Swipe Transaction,20916,Bethpage,NY,11714,5651
7847122,40272.82917,1520,3329,128.87,Swipe Transaction,49944,San Francisco,CA,94101,4111
8721064,40485.57153,658,4343,15.69,Swipe Transaction,83177,Gainesville,FL,32606,5912
8306448,40385.70694,1050,3472,42.7,Swipe Transaction,98374,Durham,NC,27704,5411
8526908,40438.78125,1383,4949,64.16,Swipe Transaction,99115,Somerville,MA,2143,5813
8651517,40468.82986,176,972,60.3,Swipe Transaction,96953,Atlanta,GA,30317,5812
7493320,40183.57986,5,3283,40,Swipe Transaction,27092,Clyde,NY,14433,4829
8566521,40448.46458,1777,1207,3.28,Swipe Transaction,47917,Annandale,VA,22003,5411
8104098,40336.5625,879,4500,41.92,Online Transaction,41122,ONLINE,ONLINE,,4784
7808065,40263.26875,1826,5779,11.63,Swipe Transaction,17993,Lady Lake,FL,32159,7210
8086149,40332.25417,1920,3861,21.26,Swipe Transaction,20519,Sauk Centre,MN,56378,5942
8612664,40459.52083,1413,4673,8.71,Swipe Transaction,71500,Switz City,IN,47465,5812
8004429,40311.86181,1150,1225,59.97,Swipe Transaction,32858,Fort Worth,TX,76107,5311
8051581,40323.57847,75,2227,33.85,Online Transaction,41122,ONLINE,ONLINE,,4784
7566491,40202.49444,1222,1076,192,Swipe Transaction,71188,Burley,ID,83318,8049
8342609,40394.51806,428,3842,34.61,Swipe Transaction,69956,Andover,NH,3216,5310
8397359,40407.62986,1694,3306,43.68,Swipe Transaction,87282,Stamford,CT,6902,5211
8063893,40326.63681,1852,28,100,Swipe Transaction,43293,Chandler,AZ,85226,5499
7755817,40250.15417,363,5364,180.11,Online Transaction,87530,ONLINE,ONLINE,,4900
7562599,40201.52917,1452,3801,-62,Swipe Transaction,59935,Houston,TX,77056,5499
8554903,40445.58403,1531,2573,76.79,Swipe Transaction,60569,Trenton,GA,30752,5300
8115384,40339.36667,460,4534,7.8,Swipe Transaction,53485,Hartsdale,NY,10530,5411
8385573,40404.89722,726,3391,54,Swipe Transaction,59935,Harbor City,CA,90710,5499
8028733,40317.86528,928,4528,3.62,Swipe Transaction,18517,Houston,TX,77081,5300
8402240,40408.74653,20,3895,1.08,Swipe Transaction,86438,Weatherford,TX,76086,5499
7819342,40265.96736,851,1241,88.53,Online Transaction,73186,ONLINE,ONLINE,,4814
8593260,40454.77431,156,4604,-100,Swipe Transaction,59935,Fontana,CA,92335,5499
8051502,40323.56528,1234,22,2.1,Swipe Transaction,14528,Dallas,TX,75206,5499
8073347,40329.09444,125,5770,5.68,Swipe Transaction,23462,Modesto,CA,95351,5813
7492805,40183.50625,1737,1096,10.66,Swipe Transaction,60569,Macomb,MI,48042,5300
7804086,40262.28403,356,3251,7.3,Swipe Transaction,78454,Stuart,FL,34997,5812
8568651,40448.86944,1058,4502,57.45,Swipe Transaction,44919,Charlotte,TN,37036,5814
8020380,40315.86736,1066,1126,100,Swipe Transaction,27092,Newtown,PA,18940,4829
8602544,40457.25972,1115,4225,80.09,Swipe Transaction,72217,Tyler,TX,75706,5912
8196444,40359.18681,1356,5480,58.56,Swipe Transaction,71667,Orlando,FL,32820,7538
8245079,40370.89375,1274,2905,1.05,Swipe Transaction,86438,Pawtucket,RI,2860,5499
8154424,40348.77847,1391,5129,62.25,Swipe Transaction,19114,Rego Park,NY,11374,5812
8642104,40466.57847,135,4791,50.75,Online Transaction,39021,ONLINE,ONLINE,,4784
7675844,40229.97569,843,184,23.75,Swipe Transaction,19756,Kankakee,IL,60901,7832
8648888,40468.37431,1298,5221,156,Online Transaction,76639,ONLINE,ONLINE,,5732
8512857,40435.52014,1603,5981,3.44,Swipe Transaction,69067,Challis,ID,83226,7538
8721511,40485.63889,659,128,54.56,Swipe Transaction,75781,Oolitic,IN,47451,5411
8491525,40430.42986,98,4143,46.76,Swipe Transaction,69956,Danville,IL,61832,5310
8318983,40388.72778,585,5881,21.33,Swipe Transaction,94973,Bastrop,TX,78602,4121
7653046,40224.35625,1140,3873,65,Swipe Transaction,28395,Lawrence,KS,66049,5541
7559077,40200.5375,1345,2234,8.79,Swipe Transaction,75936,Renton,WA,98059,5814
8461731,40423.31944,44,2932,60,Swipe Transaction,27092,Medford,OR,97501,4829
7875153,40279.86389,1251,5156,27.98,Swipe Transaction,89069,El Cajon,CA,92021,5251
8275060,40378.38125,1534,4250,34.45,Online Transaction,39021,ONLINE,ONLINE,,4784
8468450,40424.75208,831,3286,166.87,Swipe Transaction,27730,Anamosa,IA,52205,8049
7774147,40254.5875,199,1031,1.81,Online Transaction,41122,ONLINE,ONLINE,,4784
7867244,40277.86389,1398,216,24.37,Swipe Transaction,22938,Erie,PA,16505,5812
8357687,40398.33958,472,3826,42,Online Transaction,73186,ONLINE,ONLINE,,4814
8436804,40417.26875,782,2216,14.35,Swipe Transaction,61806,Defiance,OH,43512,5912
7573767,40204.37708,250,2914,3.06,Swipe Transaction,49789,Lebanon,OR,97355,5541
8061258,40325.87292,156,5438,1.75,Swipe Transaction,46284,Fontana,CA,92335,5411
7865636,40277.53542,1746,3754,20.06,Swipe Transaction,19558,Little Neck,NY,11363,5411
7749562,40248.45486,719,5518,1.66,Swipe Transaction,14528,Rockford,IL,61107,5499
8061181,40325.85,1370,4957,49.36,Swipe Transaction,94123,Fair Oaks,CA,95628,5310
8270224,40377.27708,515,3235,2.83,Swipe Transaction,61890,New York,NY,10111,5812
8399693,40408.35972,1006,2185,24.1,Swipe Transaction,22204,La Porte,IN,46350,5541
8446080,40419.49375,750,3250,4.4,Swipe Transaction,13646,Charlotte,NC,28215,7538
7730324,40243.62917,585,5881,22.68,Online Transaction,18563,ONLINE,ONLINE,,4121
7974053,40304.51319,672,3396,23.24,Swipe Transaction,24504,Rutledge,TN,37861,4214
8599759,40456.46597,1811,3355,16.92,Swipe Transaction,83480,Los Altos,CA,94024,9402
8649989,40468.53542,933,4997,3.24,Swipe Transaction,40424,Tulsa,OK,74133,5411
8261867,40374.89167,1891,1251,44.87,Swipe Transaction,59397,Honolulu,HI,96819,5812
7696897,40235.30903,1163,2459,42.07,Online Transaction,27310,ONLINE,ONLINE,,7349
8681911,40476.35417,1742,4559,9.15,Swipe Transaction,75936,Noblesville,IN,46060,5814
8586766,40453.40833,663,5941,10.24,Swipe Transaction,30848,Franklin,TN,37067,5411
8328249,40391.30208,920,2484,3.43,Swipe Transaction,91623,Albuquerque,NM,87105,5912
8208338,40361.92639,762,1080,81,Swipe Transaction,50867,Houston,TX,77055,5541
8542438,40442.54375,114,3070,47.61,Swipe Transaction,41137,North Hollywood,CA,91606,5411
8558823,40446.59167,1542,2906,30.12,Swipe Transaction,58215,Cleveland,OH,44118,5813
8084178,40331.58125,1417,3920,17.95,Swipe Transaction,83480,Highland,MI,48357,9402
8388797,40405.64375,1385,5568,140,Swipe Transaction,27092,Minneapolis,MN,55427,4829
7703325,40236.83611,241,58,100,Swipe Transaction,43293,Roseboro,NC,28382,5499
7831945,40269.25347,1799,5909,42.55,Swipe Transaction,75781,Woodinville,WA,98077,5411
8017424,40315.35903,914,2859,-84,Swipe Transaction,61195,Wichita,KS,67212,5541
7780534,40256.37083,957,5042,34.71,Swipe Transaction,22204,Germantown,MD,20874,5541
8502881,40433.32917,1696,2408,103.5,Swipe Transaction,43293,Cross Hill,SC,29332,5499
8202247,40360.46944,821,5880,28.86,Swipe Transaction,73402,Washington,DC,20032,7538
8541485,40442.41389,639,129,0.87,Swipe Transaction,14528,Sandusky,OH,44870,5499
7763975,40252.29375,1285,5172,23.64,Swipe Transaction,83229,Burke,VA,22009,5411
8043087,40321.55347,1076,3027,151.7,Online Transaction,73186,ONLINE,ONLINE,,4814
7831619,40268.94583,938,231,51.68,Swipe Transaction,58932,De Soto,KS,66018,5813
8331253,40391.76528,299,223,19.23,Swipe Transaction,90510,Bronx,NY,10458,7210
7822654,40266.69097,1752,3880,-92,Swipe Transaction,22204,Abbeville,LA,70510,5541
8228095,40366.66111,1703,2969,12.4,Swipe Transaction,55528,Grand Junction,CO,81506,5411
8347892,40395.64167,1243,3928,60.61,Swipe Transaction,19964,Chambersburg,PA,17201,5311
8681950,40476.35972,1288,1013,77.56,Swipe Transaction,8948,Spotsylvania,VA,22553,4111
8676379,40474.86597,1684,2140,18.26,Swipe Transaction,96417,Blaine,TN,37709,5813
7870752,40278.78264,327,5512,17.66,Swipe Transaction,94208,Saint Johnsbury,VT,5819,5813
7562219,40201.46458,488,5413,168.11,Swipe Transaction,44234,Gregory,TX,78359,5912
8327060,40390.82361,1098,5179,-87,Swipe Transaction,50867,Hawarden,IA,51023,5541
8403531,40409.3,1486,4345,13.59,Swipe Transaction,43293,Granite Falls,NC,28630,5499
7570251,40203.45625,1966,4087,38.3,Swipe Transaction,12197,Paragould,AR,72450,7538
7935659,40294.94236,1475,4496,50.34,Swipe Transaction,32858,Makawao,HI,96768,5311
8296284,40383.46736,172,1232,55.28,Swipe Transaction,24823,Decatur,IL,62521,7538
8611698,40459.34722,1458,117,4.75,Swipe Transaction,72515,New Orleans,LA,70119,5814
8012149,40313.91875,802,5432,19.39,Swipe Transaction,30055,Roseville,CA,95661,7832
8397821,40407.69792,1463,5499,1.05,Swipe Transaction,14528,Kerhonkson,NY,12446,5499
8470579,40425.46458,1177,4164,99.94,Swipe Transaction,32175,Newark,DE,19711,7538
7970954,40303.67361,711,4689,29.85,Swipe Transaction,32858,Camp Point,IL,62320,5311
8208098,40361.84931,467,4278,-201,Online Transaction,13348,ONLINE,ONLINE,,4722
7535128,40194.47222,208,4980,94.82,Swipe Transaction,15208,Bothell,WA,98021,5411
8000404,40310.90417,944,5550,157.56,Swipe Transaction,35451,Rancho Palos Verdes,CA,90275,5812
8121327,40340.66806,1659,959,39.59,Swipe Transaction,63683,Wauconda,IL,60084,4121
7735461,40244.84792,1378,4227,19,Swipe Transaction,45925,Pound,WI,54161,7832
8136844,40344.52986,1054,3860,8.46,Swipe Transaction,46284,Happy Valley,OR,97086,5411
7687938,40232.89167,1995,190,37.07,Swipe Transaction,78454,Chambersburg,PA,17202,5812
7705223,40237.43194,658,5548,35.54,Online Transaction,50404,ONLINE,ONLINE,,4784
8223189,40365.55347,547,5526,-74,Swipe Transaction,72351,Delavan,WI,53115,5541
7671894,40228.8875,1508,1108,17.68,Swipe Transaction,72166,Bloomington,IN,47403,5813
8095837,40334.58889,726,3431,17.03,Swipe Transaction,24823,Harbor City,CA,90710,7538
8618272,40460.84792,150,2505,36.16,Swipe Transaction,69972,Lorton,VA,22079,5814
8038686,40320.51042,1809,2114,16.53,Swipe Transaction,59062,Broad Run,VA,20137,4121
8487818,40429.51111,983,1023,12.38,Swipe Transaction,65996,Oswego,NY,13126,5912
8216208,40363.86458,317,2590,-87,Swipe Transaction,28395,Paradise,CA,95967,5541
7837949,40270.59028,1926,1160,12.37,Swipe Transaction,20561,Sanford,FL,32773,5912
8075097,40329.48611,876,3918,9.63,Swipe Transaction,61195,Wichita,KS,67212,5541
8473268,40426.23264,1008,5850,0.92,Swipe Transaction,20519,Chicago,IL,60657,5942
8607184,40458.30833,1156,12,160,Swipe Transaction,27092,West New York,NJ,7093,4829
8302643,40384.82014,641,14,12.67,Swipe Transaction,41943,Columbus,OH,43228,5813
7861697,40276.51528,859,233,38.12,Swipe Transaction,41988,Cookeville,TN,38501,7230
8669160,40473.25486,1560,5455,60,Swipe Transaction,27092,Cedar Falls,IA,50613,4829
8428473,40415.30347,704,2945,5.36,Swipe Transaction,20519,Ossining,NY,10562,5942
7574833,40204.525,208,2426,77.68,Swipe Transaction,43293,Bothell,WA,98021,5499
8613559,40459.67292,1313,4183,-98,Swipe Transaction,28395,Slovan,PA,15078,5541
8612055,40459.41667,652,2502,2.45,Swipe Transaction,74624,East Hartford,CT,6108,5411
8483003,40428.43194,1497,3655,5.93,Swipe Transaction,50783,Sacramento,CA,95821,5411
8264335,40375.59306,1717,2652,60,Swipe Transaction,27092,Buffalo,NY,14219,4829
8072470,40328.77778,403,4580,69.3,Swipe Transaction,8021,Lone Star,TX,75668,5651
7643956,40221.83611,421,2177,57.48,Swipe Transaction,44919,Cedar Rapids,IA,52405,5814
8193858,40358.47222,1740,5885,21.32,Swipe Transaction,67126,Mukwonago,WI,53149,5411
8194829,40358.61181,456,2800,56.36,Swipe Transaction,69956,Fort Myers,FL,33912,5310
8634557,40464.65972,1758,4686,58.58,Swipe Transaction,95155,Jackson,MS,39213,5300
8646786,40467.69236,816,3891,25.83,Swipe Transaction,34390,Bristol,TN,37620,5813
8025545,40317.31806,44,5862,5.71,Swipe Transaction,72351,Oakland,OR,97462,5541
8302262,40384.70972,20,4995,1.11,Swipe Transaction,86438,Weatherford,TX,76086,5499
7483954,40181.35972,52,4976,43.69,Swipe Transaction,48618,Stormville,NY,12582,5251
7681116,40231.37708,752,2465,243.68,Swipe Transaction,54850,Ronkonkoma,NY,11779,4814
7968884,40303.36944,1006,2185,87,Swipe Transaction,22204,La Porte,IN,46350,5541
7889631,40283.49375,580,2961,40,Swipe Transaction,27092,Beaver,PA,15009,4829
8681767,40476.33611,877,3877,-55,Swipe Transaction,49789,Mesa,AZ,85201,5541
8301344,40384.56667,1692,3646,-86,Swipe Transaction,43293,Irvington,NY,10533,5499
8528909,40439.45417,1364,2411,12.29,Swipe Transaction,94123,Keller,TX,76248,5310
7566133,40202.44583,1872,4267,13.06,Swipe Transaction,25887,Libertyville,IL,60048,5814
8460471,40422.79514,1885,3424,-483,Swipe Transaction,16790,Pullman,WA,99163,3389
7784283,40257.38333,1534,4250,37.11,Online Transaction,16798,ONLINE,ONLINE,,4121
8121105,40340.63403,247,1240,50.52,Swipe Transaction,43293,Dequincy,LA,70633,5499
8263203,40375.4125,1888,1169,71,Swipe Transaction,61195,San Diego,CA,92154,5541
8216304,40363.89167,884,145,2.76,Swipe Transaction,75936,Grand Rapids,MI,49534,5814
8268090,40376.57917,462,2397,22.69,Swipe Transaction,83480,Bethlehem,PA,18015,9402
8343615,40394.66042,566,4547,120.57,Swipe Transaction,61000,Holly,MI,48442,4900
8353525,40397.31597,1214,5508,1.22,Swipe Transaction,20519,Mansfield,MA,2048,5942
7960780,40301.4,772,3678,-53,Swipe Transaction,50867,Gresham,OR,97080,5541
7719146,40240.67569,659,128,38.63,Swipe Transaction,48618,Mitchell,IN,47446,5251
8220773,40364.95347,1433,203,49.87,Swipe Transaction,75936,Mobile,AL,36695,5814
7593227,40209.37917,1432,4929,199.35,Swipe Transaction,10001,Lake Hopatcong,NJ,7849,5932
7769466,40253.49583,1918,3898,173.14,Swipe Transaction,86616,Burns,TN,37029,4814
8346686,40395.48056,1666,993,11.22,Swipe Transaction,25887,Rincon,GA,31326,5814
8105439,40336.82014,377,3906,60.66,Swipe Transaction,44578,Everett,WA,98208,5812
8019912,40315.73056,511,1038,37.02,Swipe Transaction,75936,Tucson,AZ,85711,5814
7901868,40286.59375,1916,3305,25.12,Swipe Transaction,30286,Ashburn,GA,31714,4814
7520576,40190.56181,571,5960,45.93,Swipe Transaction,50371,Martinsburg,WV,25401,7230
8318306,40388.61389,1610,5879,11.86,Swipe Transaction,97732,Jackson,MS,39282,5912
7661804,40226.45694,1104,5766,26.4,Swipe Transaction,81536,Pompano Beach,FL,33063,5310
7734049,40244.55417,858,4735,74,Swipe Transaction,43293,San Antonio,TX,78237,5499
8524828,40438.42569,119,5928,6.23,Swipe Transaction,50783,Las Vegas,NV,89148,5411
8376411,40402.58403,1106,2183,16.16,Swipe Transaction,20561,Glendale,CA,91205,5912
8142022,40345.67431,1241,3501,91.7,Swipe Transaction,86410,Saint Henry,OH,45883,5211
7547004,40197.44861,1259,2045,6.92,Swipe Transaction,48038,Wilton,CT,6897,5812
7813994,40264.66042,1604,2188,71,Swipe Transaction,50867,Dillon,CO,80435,5541
8443483,40418.78056,1444,5965,335.94,Swipe Transaction,5995,Oceanside,NY,11572,7995
7757919,40250.63194,1194,4614,14.34,Online Transaction,39021,ONLINE,ONLINE,,4784
7905008,40287.45139,1942,246,3.55,Swipe Transaction,75781,New York,NY,10003,5411
